name,sku,description,brand,price,Quantity On Hand,Width,Height,Length,Weight,Weight(UOM),,,,,
"IDIYA Aspen Desk, White High Gloss",112.10.131," class=""media_iframe_video"" data-oe-expression=""//www.youtube.com/embed/r4lnO-Lhf7g?autoplay=0&amp;rel=0""> class=""css_editable_mode_display"">&nbsp; class=""media_iframe_video_size"">&nbsp;<iframe src=""//www.youtube.com/embed/r4lnO-Lhf7g?autoplay=0&amp;rel=0"" frameborder=""0"" allowfullscreen=""allowfullscreen""></iframe>Product Description:
This Aspen desk offers spacious surface that easily accommodates a variety of purposes such as everyday computing and studying..
Flat packed with assembly instruction.
Simple assembly Required.
190 CM RGB LED LIGHT
Color: whiteMaterial:
Mdf and honeycomb mdf board with Melamine.

Product Dimension
120X40X83HCM",Idiya,409.83,30,40,83,120,38,kg,,,,,
"IDIYA Aspen Dining Table, White High Gloss,160*90cm",112.10.133," class=""media_iframe_video"" data-oe-expression=""//www.youtube.com/embed/c3sMTBRdFvc?autoplay=1&amp;mute=1&amp;rel=0&amp;loop=1&amp;playlist=c3sMTBRdFvc""> class=""css_editable_mode_display"">&nbsp; class=""media_iframe_video_size"">&nbsp;<iframe src=""//www.youtube.com/embed/c3sMTBRdFvc?autoplay=1&amp;mute=1&amp;rel=0&amp;loop=1&amp;playlist=c3sMTBRdFvc"" frameborder=""0"" allowfullscreen=""allowfullscreen""></iframe>&nbsp;Our Aspen series comes with built-in LED lighting with remote control creates a beautiful ambience for your dining room. Or you can keep one in the living room and match with other aspen series. Good to Know: 15mm thick particle board with melamine for long lasting durability contemporary and linear design Solid construction Easy assembly Required Material: 15mm/12mm thick board Product Dimension 160X90X77HCM Leg size :100X100MM Package Dimension: Box 1: 169.5x99x17.5 cm Box 2 : 78x49.5x14.6 cm",Idiya,612.63,41,90,77,160,63.6,kg,,,,,
"IDIYA Aspen High Cabinet, White",112.10.301,"https://youtu.be/VMkRQVnB96cProduct Description:
Our Aspen series comes with built-in LED lighting with remote control creates a beautiful ambience for your modern kitchen or dining room. Or you can keep one in the living room or the hallway, as the sideboard will suit any decor. The high-gloss cabinet doors have a normal slider and one touch Function. Four door cabinet provides  ample storage for all your kitchen, dining room and other essentials.

Good to Know:
15mm thick particle board with melamine for long lasting durability
contemporary and linear design
High-gloss finish for front doors 
Solid construction 
Ample storage
Strong cabinet hinges 
Easy assembly Required

Material:
15mm/18 mm thick board 

 Product Dimension
96X40X125.5HCM

Package Dimension:
120x49x15 cm
116x57x13.5 cm",Idiya,646.43,20,40,125.5,96,63.8,kg,,,,,
"IDIYA Aspen TV Unit, White Gloss",112.10.112," class=""media_iframe_video"" data-oe-expression=""//www.youtube.com/embed/mUgSC5o2shM?autoplay=1&amp;mute=1&amp;rel=0&amp;loop=1&amp;playlist=mUgSC5o2shM""> class=""css_editable_mode_display"">&nbsp; class=""media_iframe_video_size"">&nbsp;<iframe src=""//www.youtube.com/embed/mUgSC5o2shM?autoplay=1&amp;mute=1&amp;rel=0&amp;loop=1&amp;playlist=mUgSC5o2shM"" frameborder=""0"" allowfullscreen=""allowfullscreen""></iframe>&nbsp;Product Description:
Our Aspen series comes with built-in  light creates a beautiful ambience for your Lounge room.  The high-gloss cabinet doors have a normal cabinet with one touch Function and two drawers providing ample storage for all your Tv lounge and dining room  essentials.

Good to Know:
12mm and 15 mm thick particle board with melamine for long lasting durability
contemporary and linear design
Solid construction 
Ample storage
Easy assembly Required


Product Dimension:165X40X49.5HCM

Packaging Dimension:
187x49x10.5 cm
174.5x47.5x10 cm",Idiya,531.51,24,42,43,110,55.8,kg,,,,,
"IDIYA Aspen TV Unit, White Gloss",112.10.111," class=""media_iframe_video"" data-oe-expression=""//www.youtube.com/embed/Zj2v82CwgS8?autoplay=1&amp;mute=1&amp;rel=0&amp;loop=1&amp;playlist=Zj2v82CwgS8""> class=""css_editable_mode_display"">&nbsp; class=""media_iframe_video_size"">&nbsp;<iframe src=""//www.youtube.com/embed/Zj2v82CwgS8?autoplay=1&amp;mute=1&amp;rel=0&amp;loop=1&amp;playlist=Zj2v82CwgS8"" frameborder=""0"" allowfullscreen=""allowfullscreen""></iframe>Product Description: Our Aspen series comes with built-in blue LED light creates a beautiful ambience for your Lounge room.&nbsp; The high-gloss Sliding&nbsp; cabinet doors with 2 fake line. provides&nbsp; ample storage for all your Tv lounge and dining room&nbsp; essentials. 

Good to Know:
18mm thick particle board with melamine for long lasting durability
contemporary and linear design
8mm Temmered Glass
Solid construction
Ample storage
Easy assembly Required

Product Dimension: 110 x 42 x 43HCM",Idiya,337.16,31,40,49.5,165,38,kg,,,,,
IDIYA Atlanta Dining Table,112.11.311,"Product DescriptionTop panel: 70mm fake thickness MDF Support leg: 150mm hollow board Base in MDF with stainless cover: 40mm Visiable in PU white high gloss, invisiable in white melamine Each support leg in PU white high gloss with 4 stainless bar decoration Dimension: L180-220 x P90 x H75cm <aside class=""o_chatter oe_chatter"" style=""height: auto"">
 class=""o_chatter_header_container"" style=""font-family: Roboto"">
 class=""o_chatter_topbar"">
 class=""o_topbar_right_area"">
 class=""btn-group o_field_widget o_followers"" style=""margin-bottom: initial"">
&nbsp; class=""btn-group o_followers_title_box"">



 class=""o_field_widget o_mail_activity"" style=""text-align: left;margin-bottom: 5px;font-family: Roboto"">
 class=""o_mail_thread"" style=""font-family: Roboto"">
 class=""o_mail_thread_content"">

</aside>",Idiya,869.51,22,180,90,75,94.5,kg,,,,,
IDIYA Atlanta Dining Table,112.11.312,IDIYA Atlanta Dining TableProduct DimensionsWeight : 94.5 kg Length : 75 cmWidth : 180 cm Height : 90 cm ,Idiya,869.51,10,180,90,75,94.5,kg,,,,,
IDIYA Baghdad Highboard Cabinet,112.23.272," style=""box-sizing: inherit; margin-bottom: 1.5em; padding: 0px; font-family: Lato, Arial, Helvetica, sans-serif; font-size: 14px; color: rgb(85, 85, 85);"">&nbsp;<span style=""color: rgb(76, 76, 76); font-family: Roboto; white-space: pre-wrap; font-size: inherit; font-style: inherit; font-variant-ligatures: inherit; font-variant-caps: inherit; font-weight: inherit; text-align: inherit;"">The highboard will attract your attention mainly with an interesting decorative element in the form of an unusual black groove. The rectangular body made of MDF board offers spacious storage space. Black patterned doors and black lacquered drawer fronts provide an attractive contrast. Baghdad will find its place in the living room, dining room, and bedroom, and thanks to the combination of oak decor and black colors give the interior an attractive element. We recommend combining this chest of drawers with other Baghdad series of Products 
P</span><span style=""color: rgb(76, 76, 76); font-family: Roboto; white-space: pre-wrap; font-size: inherit; font-style: inherit; font-variant-ligatures: inherit; font-variant-caps: inherit; text-align: inherit;""><span style=""font-weight: inherit;"">roduct requires assembly.</span>
</span><span style=""font-size: inherit; font-style: inherit; font-variant-ligatures: inherit; font-variant-caps: inherit; text-align: inherit; color: rgb(76, 76, 76); font-family: Roboto; white-space: pre-wrap;"">
Product dimension
</span><span style=""white-space: pre-wrap; color: rgb(76, 76, 76); font-family: Roboto; font-size: inherit; font-style: inherit; font-variant-ligatures: inherit; font-variant-caps: inherit; font-weight: inherit; text-align: inherit;"">Width: 98 cm|
</span><span style=""white-space: pre-wrap; color: rgb(76, 76, 76); font-family: Roboto; font-size: inherit; font-style: inherit; font-variant-ligatures: inherit; font-variant-caps: inherit; font-weight: inherit; text-align: inherit;"">depth: 39 cm
</span><span style=""white-space: pre-wrap; color: rgb(76, 76, 76); font-family: Roboto; font-size: inherit; font-style: inherit; font-variant-ligatures: inherit; font-variant-caps: inherit; font-weight: inherit; text-align: inherit;"">Height: 173 cm
</span><span style=""white-space: pre-wrap; color: rgb(76, 76, 76); font-family: Roboto; font-size: inherit; font-style: inherit; font-variant-ligatures: inherit; font-variant-caps: inherit; font-weight: inherit; text-align: inherit;"">Max load: 30 kg
</span><span style=""white-space: pre-wrap; color: rgb(76, 76, 76); font-family: Roboto; font-size: inherit; font-style: inherit; font-variant-ligatures: inherit; font-variant-caps: inherit; font-weight: inherit; text-align: inherit;"">corpus: Fiberboard MDF board
</span><span style=""white-space: pre-wrap; color: rgb(76, 76, 76); font-family: Roboto; font-size: inherit; font-style: inherit; font-variant-ligatures: inherit; font-variant-caps: inherit; font-weight: inherit; text-align: inherit;"">shelves, drawers: Fiberboard MDF board
</span><span style=""white-space: pre-wrap; color: rgb(76, 76, 76); font-family: Roboto; font-size: inherit; font-style: inherit; font-variant-ligatures: inherit; font-variant-caps: inherit; font-weight: inherit; text-align: inherit;"">doors: Fiberboard MDF board</span>",Idiya,413.21,18,39,173,98,65.5,kg,,,,,
"IDIYA Baghdad Sideboard, White",112.23.301," style=""box-sizing: inherit; margin-bottom: 1.5em; padding: 0px; font-family: Lato, Arial, Helvetica, sans-serif; font-size: 14px; color: rgb(85, 85, 85);""><span style=""color: rgb(76, 76, 76); font-family: Roboto; font-size: 13px; white-space: pre-wrap;"">The chest of drawers will attract your attention mainly with an interesting decorative element in the form of an unusual white groove. The rectangular body made of MDF board offers spacious storage space thanks to 3 drawers and closed shelves with sliding doors . Black patterned doors and black lacquered drawer fronts provide an attractive contrast . Baghdad will find its place in the living room, dining room and bedroom and thanks to the combination of oak decor and black colors give the interior an attractive element. We recommend combining this chest of drawers with other Baghdad series of Products .
Product requires assembly. 

Product dimension
Width: 157 cm
depth: 42 cm
Height: 82 cm
Max load:&nbsp;30 kg
corpus: Fibreboard MDF board
shelves, drawers: Fibreboard MDF board
doors: Fibreboard MDF board</span>",Idiya,421.66,17,42,82,157,56,kg,,,,,
IDIYA Baghdad Sideboard- Buffet Table,112.23.304," style=""box-sizing: inherit; margin-bottom: 1.5em; padding: 0px;""><span style=""color: rgb(76, 76, 76); font-family: Roboto; font-size: 13px; white-space: pre-wrap;"">The  Buffet table will attract your attention mainly with an interesting decorative element in the form of an unusual black groove. The rectangular body made of  MDF board offers spacious storage space thanks to 3 drawers and closed shelves with sliding doors. Black patterned doors and black lacquered drawer fronts provide an attractive contrast. Baghdad will find its place in the living room, dining room, and bedroom, and thanks to the combination of oak decor and black colors give the interior an attractive element. We recommend combining this chest of drawers with other Baghdad series of Products.

Product requires assembly.</span>
<b style=""color: rgb(76, 76, 76); font-family: Roboto; font-size: 13px; white-space: pre-wrap;"">Product dimension
<font color=""#4c4c4c"" face=""Roboto""><span style=""white-space: pre-wrap;"">Width : 157 cm </span></font><font color=""#4c4c4c"" face=""Roboto""><span style=""white-space: pre-wrap;"">Depth : 42 cm </span></font><font color=""#4c4c4c"" face=""Roboto""><span style=""white-space: pre-wrap;"">Height : 82 cm </span></font><font color=""#4c4c4c"" face=""Roboto""><span style=""white-space: pre-wrap;"">Max load : 30 kg </span></font><font color=""#4c4c4c"" face=""Roboto""><span style=""white-space: pre-wrap;"">corpus : Fiberboard MDF board shelves, </span></font><font color=""#4c4c4c"" face=""Roboto""><span style=""white-space: pre-wrap;"">Drawers : </span></font><font color=""#4c4c4c"" face=""Roboto""><span style=""white-space: pre-wrap;"">Fiberboard MDF board </span></font><font color=""#4c4c4c"" face=""Roboto""><span style=""white-space: pre-wrap;"">Doors : Fiberboard MDF board</span></font>",Idiya,421.66,26,42,82,157,56,kg,,,,,
IDIYA Baghdad TV Unit- Low Line Buffet,112.23.113," style=""box-sizing: inherit; margin-bottom: 1.5em; padding: 0px;""><font color=""#4c4c4c"" face=""Roboto""><span style=""white-space: pre-wrap;"">The chest of drawers will attract your attention mainly with an interesting decorative element in the form of an unusual black groove. The rectangular body made of  MDF board offers spacious storage space thanks to 2 drawers and  2 drawers. Black patterned doors and black lacquered drawer fronts provide an attractive contrast. Baghdad will find its place in the living room, dining room, and bedroom, and thanks to the combination of oak decor and black colors give the interior an attractive element. We recommend combining this chest of drawers with other Baghdad series of Products.

Product requires assembly.</span></font><font color=""#4c4c4c"" face=""Roboto""><span style=""white-space: pre-wrap;"">
</span></font><b style=""color: rgb(76, 76, 76); font-family: Roboto; font-size: 13px; white-space: pre-wrap;"">Product dimension
<font color=""#4c4c4c"" face=""Roboto""><span style=""white-space: pre-wrap;"">Width : 142 cm </span></font><font color=""#4c4c4c"" face=""Roboto""><span style=""white-space: pre-wrap;"">Depth : 42 cm </span></font><font color=""#4c4c4c"" face=""Roboto""><span style=""white-space: pre-wrap;"">Height : 56 cm </span></font><font color=""#4c4c4c"" face=""Roboto""><span style=""white-space: pre-wrap;"">Max load : 30 kg </span></font><font color=""#4c4c4c"" face=""Roboto""><span style=""white-space: pre-wrap;"">Corpus : Fiberboard MDF board shelves</span></font><font color=""#4c4c4c"" face=""Roboto""><span style=""white-space: pre-wrap;"">Drawers :</span></font><font color=""#4c4c4c"" face=""Roboto""><span style=""white-space: pre-wrap;"">Fiberboard MDF board </span></font><font color=""#4c4c4c"" face=""Roboto""><span style=""white-space: pre-wrap;"">Doors : Fiberboard MDF board</span></font>",Idiya,447.01,22,42,56,147,40,kg,,,,,
IDIYA Berkeley Smart Desk with Built-In Bluetooth - USB Speaker & Charger,112.02.134,"<aside class=""o_chatter oe_chatter"" style=""height: auto"">
 class=""o_chatter_header_container"">
 class=""o_chatter_topbar"">
 class=""o_topbar_right_area"">
><span id=""docs-internal-guid-399d3bfc-7fff-390b-db16-78503ba956a4""> dir=""ltr"" style=""line-height:1.38;margin-top:0pt;margin-bottom:0pt;""><span style=""font-size: 10pt; font-family: Verdana; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre-wrap;"">&nbsp;</span> dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 0pt;""><span style=""font-size: 10pt; font-family: Verdana; background-color: transparent; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre-wrap;"">Our Berkeley ""smart"" desk is a true gem for your home office that can't be missed. it is ideal for your home office with both style and functionality. The desk boasts industrial design with its wood grain effect desk top and angled black steel legs. .Built-in functions: stereo speakers (connected via Bluetooth/ USB/ AUX), USB charging, volume control, song track control. Please note the desk is powered by standard USB plug, power plug is not included in the package.</span> dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 0pt;"">&nbsp; dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 0pt;""><span style=""font-size: 10pt; font-family: Verdana; background-color: transparent; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre-wrap;"">Good to Know</span> dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 0pt;"">&nbsp;<span style=""font-size: 10pt; font-family: Verdana; background-color: transparent; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre-wrap;"">. Laminated MDF Desktop</span> dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 0pt;"">&nbsp;<span style=""font-size: 10pt; font-family: Verdana; background-color: transparent; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre-wrap;"">. Strong 50mm metal legs with Powder Coating</span> dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 0pt;"">&nbsp;<span style=""font-size: 10pt; font-family: Verdana; background-color: transparent; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre-wrap;"">. 2 drawers with runners are handy for storage</span> dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 0pt;"">&nbsp;<span style=""font-size: 10pt; font-family: Verdana; background-color: transparent; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre-wrap;"">. Easy Assembly Required</span> dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 0pt;"">&nbsp;<span style=""font-size: 10pt; font-family: Verdana; background-color: transparent; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre-wrap;"">. 2 built-in high quality stereo speakers and USB charging port,</span> dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 0pt;"">&nbsp; dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 0pt;""><span style=""font-size: 10pt; font-family: Verdana; background-color: transparent; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre-wrap;"">Color: Brown with Black Legs</span> dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 0pt;"">&nbsp; dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 0pt;""><span style=""font-size: 10pt; font-family: Verdana; background-color: transparent; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre-wrap;"">Material: MDF, steel</span> dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 0pt;"">&nbsp; dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 0pt;""><span style=""font-size: 10pt; font-family: Verdana; background-color: transparent; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre-wrap;"">Care instructions: Wipe clean with a soft cloth. Do not use chemical based abrasive cleaning materials.</span> dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 0pt;"">&nbsp; dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 0pt;""><span style=""font-size: 10pt; font-family: Verdana; background-color: transparent; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre-wrap;"">Product Dimension</span> dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 0pt;""><span style=""font-size: 10pt; font-family: Verdana; background-color: transparent; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre-wrap;"">1200 x 550 x 760 mm</span> dir=""ltr"" style=""line-height:1.38;margin-top:0pt;margin-bottom:0pt;""><span style=""font-size: 10pt; font-family: Verdana; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre-wrap;"">&nbsp;</span>><span style=""font-size: 10pt; font-family: Verdana; font-weight: 700; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre-wrap;""></span></span>





 class=""o_mail_activity o_field_widget"" style=""text-align: left;margin-bottom: 5px;font-family: Roboto"">
 class=""o_mail_thread"" style=""font-family: Roboto"">
 class=""o_mail_thread_content"">

</aside>",Idiya,359.13,31,7.5,5.5,12,28,kg,,,,,
"IDIYA Bermuda, Highboard- Buffet Table",112.31.300," class=""media_iframe_video"" data-oe-expression=""//www.youtube.com/embed/qPLXK40Pe60?autoplay=1&amp;mute=1&amp;rel=0&amp;loop=1&amp;playlist=qPLXK40Pe60""> class=""css_editable_mode_display"">&nbsp; class=""media_iframe_video_size"">&nbsp;<iframe src=""//www.youtube.com/embed/qPLXK40Pe60?autoplay=1&amp;mute=1&amp;rel=0&amp;loop=1&amp;playlist=qPLXK40Pe60"" frameborder=""0"" allowfullscreen=""allowfullscreen""></iframe>&nbsp;Product Description
Our Bermuda sideboard features two-tone oak-effect and matt grey PU paint finish for a retro look. The sideboard has 4 doors cabinets to declutter your living space. Mounted on 4 splayed solid wood legs stably and holds the weight of storage.
.Flat packed. Assembly required.

Product Material
Oak effect veneer, Matt PU painting, Solid pine legs
Care instructions: Wipe clean with a soft cloth. Do not use chemical based abrasive cleaning materials.
 Dimension 107 x 41.5 x 122 cm",Idiya,438.56,24,41.5,122,107,60,kg,,,,,
IDIYA Bradford Office Chair Grey   Black,115.01.340," class=""media_iframe_video"" data-oe-expression=""//www.youtube.com/embed/KFexnOnzCtg?autoplay=0&amp;rel=0""> class=""css_editable_mode_display"">&nbsp; class=""media_iframe_video_size"">&nbsp;<iframe src=""//www.youtube.com/embed/KFexnOnzCtg?autoplay=0&amp;rel=0"" frameborder=""0"" allowfullscreen=""allowfullscreen""></iframe><strong></strong>
A versatile office chair with generous mesh backrest and user-friendly mechanism.
Good to know:
. tilt mechanism
. class 3 gass lift
. nylon castor
. chromed base
. Easy to assemble
. Easy to Clean<font style=""font-size: 18px;"">Product Description:</font>
 Material
cotton fabric seat and cotton fabric + mesh back,
Color: Grey fabric+ Black MeshProduct Dimension:
Width: 61.5 cm Depth: 61.5 cm&nbsp;
Height: 115/122.5 cm
Weight capacity : Up to 120 Kg.Package Dimension:
85 x 20 x 59 (cm)
",Idiya,130.98,33,61.5,115,,12.5,kg,,,,,
IDIYA Burbank Side Board - TV Stand,112.08.300,"<span style=""font-family: Roboto"">The Bursbank 2 Door and 3 drawers Sideboard offers a sleek design and elegant proportions. Built with internal drawers and shelving, this Italian design sideboard provides ample storage for dishes, table linen, and homeware items. Good to know: 2 sizes available. Requires easy Assembly Color: Grey , Black Material drawer front with paper foiled metal legs with powder coating"" P</span><span style=""font-family: Roboto"">Product Dimension L.180.5 x W.40 x H.80cm</span>",Idiya,489.26,24,40,80,180.5,60,kg,,,,,
"IDIYA Burbank TV Stand, Grey",112.08.110,"Incorporating a contemporary industrial-look design with durable powder-coated metal legs. The unit offers ample storage space with two drawers, two deep cabinets with magnetic door catches for all your entertainment essentials. Good to Know: two drawers and two doors MDF with PU matt drawer front with paper foiled metal legs with powder coating Color: Grey with Black legs Material: MDF with PU matt Product Dimension L.200 x W.40 x H.50cm",Idiya,452.08,38,40,50,200,50.5,kg,,,,,
"IDIYA Burgas 3Pcs Pe Rattan Outdoor Sofa Set, Nature Colour",101.05.010,">><span id=""docs-internal-guid-354ba8b7-7fff-37c6-c992-37bf1c4466e5""> dir=""ltr"" style=""line-height:1.38;text-align: center;margin-top:0pt;margin-bottom:0pt;""> class=""media_iframe_video"" data-oe-expression=""//www.youtube.com/embed/SZS8y9hXp7I?autoplay=0&amp;rel=0""> class=""css_editable_mode_display"">&nbsp; class=""media_iframe_video_size"">&nbsp;<iframe src=""//www.youtube.com/embed/SZS8y9hXp7I?autoplay=0&amp;rel=0"" frameborder=""0"" allowfullscreen=""allowfullscreen""></iframe><a href=""https://youtu.be/SZS8y9hXp7I"">&nbsp;</a> dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 0pt;""><span style=""font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline;"">&nbsp;</span> dir=""ltr"" style=""line-height:1.38;margin-top:0pt;margin-bottom:0pt;""><span style=""font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline;"">This is our 3pcs Cushioned PE rattan sofa Set, which are of contemporary looks and flavor, offers comfortable and exceptionally stunning outdoor lounging. I will be a great addition to any outdoor living space. The chairs and tea table feature exquisitely woven wicker with gently slopping curves and soft yet supportive. The seat cushions are designed to resist the elements and stay beautiful through years of use. What’s more the tea table features a tempered glass top. It is perfect for the pool side, deck or patio, these cushioned seats will let you and your guests to sit back, relax and enjoy the great outdoors.</span> dir=""ltr"" style=""line-height:1.38;margin-top:0pt;margin-bottom:0pt;""><span style=""font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline;"">Good to Know:</span> dir=""ltr"" style=""line-height:1.38;margin-top:0pt;margin-bottom:0pt;""><span style=""font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline;"">Only easy assembly of table is required, Chairs comes assembled.</span> dir=""ltr"" style=""line-height:1.38;margin-top:0pt;margin-bottom:0pt;""><span style=""font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline;"">All cushions are water repellent</span> dir=""ltr"" style=""line-height:1.38;margin-top:0pt;margin-bottom:0pt;""><span style=""font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline;"">Product Material</span> dir=""ltr"" style=""line-height:1.38;margin-top:0pt;margin-bottom:0pt;""><span style=""font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline;"">Steel frame,</span> dir=""ltr"" style=""line-height:1.38;margin-top:0pt;margin-bottom:0pt;""><span style=""font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline;"">cushion: 5cm</span> dir=""ltr"" style=""line-height:1.38;margin-top:0pt;margin-bottom:0pt;""><span style=""font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline;"">5MM tempered glass.</span> dir=""ltr"" style=""line-height:1.38;margin-top:0pt;margin-bottom:0pt;""><span style=""font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline;"">Product Dimensions</span> dir=""ltr"" style=""line-height:1.38;margin-top:0pt;margin-bottom:0pt;""><span style=""font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline;"">1pc x table: Φ60 x 75cm</span> dir=""ltr"" style=""line-height:1.38;margin-top:0pt;margin-bottom:0pt;""><span style=""font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline;"">2pcs x chair: 56 x 58 x 90cm</span></span>",Idiya,387.86,41,58,90,56,28.5,kg,,,,,
"IDIYA CANDIA Cabinet, White",105.13.140," class=""media_iframe_video"" data-oe-expression=""//www.youtube.com/embed/lGU4TEC_gzY?autoplay=0&amp;rel=0""> class=""css_editable_mode_display"">&nbsp; class=""media_iframe_video_size"">&nbsp;<iframe src=""//www.youtube.com/embed/lGU4TEC_gzY?autoplay=0&amp;rel=0"" allowfullscreen=""allowfullscreen"" frameborder=""0""></iframe>&nbsp;
<strong>Assembly Video:</strong> class=""media_iframe_video"" data-oe-expression=""//www.youtube.com/embed/a4ZRc4YbzFw?autoplay=0&amp;rel=0""> class=""css_editable_mode_display"">&nbsp; class=""media_iframe_video_size"">&nbsp;<iframe src=""//www.youtube.com/embed/a4ZRc4YbzFw?autoplay=0&amp;rel=0"" allowfullscreen=""allowfullscreen"" frameborder=""0""></iframe><strong></strong>Simple by Design, our CANDIA sideboard showcases white cupboard doors and contrasting birch frame and handles.
The cabinet provides ample storage space with 2&nbsp; door cabinet and 3 drawers on runners for ample storage space..
It is a flat packed. Assembly required

Material:
MDF
Care instructions: Wipe clean with a soft cloth. Do not use chemical based abrasive cleaning materials.

Product Dimension:
110 x 40 x 84(h)cm
 Packaging Dimension: The Product has 2 Packages -121 x 47 x 11.5 (CM) -93 x 47 x 16.5 (CM)",Idiya,232.38,34,40,84,110,49,kg,,,,,
"IDIYA Carlisle Office Chair, Black",794712621768,"<iframe src=""https://www.youtube.com/embed/55GiFas8A8c"" title=""YouTube video player"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen="""" width=""80%"" height=""560"" frameborder=""0""></iframe>	<strong>Assembly Video:</strong>This executive chair is style for comfort and for long sitting on your desk.<br style=""box-sizing: inherit;"">Good to know:<br style=""box-sizing: inherit;"">up-down mechanism<br style=""box-sizing: inherit;"">class 3 gaslift<br style=""box-sizing: inherit;"">50mm nylon caster<br style=""box-sizing: inherit;"">new foam<br style=""box-sizing: inherit;"">Easy to assemble<br style=""box-sizing: inherit;"">Easy to Clean<br style=""box-sizing: inherit;"">Material<br style=""box-sizing: inherit;"">Soft-touch PU leather-look upholstery, PP armrest, nylon base style=""box-sizing: inherit; margin-bottom: 1.5em; padding: 0px;"">Color: Black<b style=""color: rgb(85, 85, 85); font-family: Lato, Arial, Helvetica, sans-serif; font-size: 14px;""> style=""box-sizing: inherit; margin-bottom: 1.5em; padding: 0px;"">Product Dimension<br style=""box-sizing: inherit;"">Width: 60<br style=""box-sizing: inherit;"">Depth: 60<br style=""box-sizing: inherit;"">Height: 89/101 style=""box-sizing: inherit; margin-bottom: 1.5em; padding: 0px;"">Weight capacityUp to 120 Kg. style=""box-sizing: inherit; margin-bottom: 1.5em; padding: 0px;"">Package Dimension<br style=""box-sizing: inherit;"">57 x 23 x 52(CM)",Idiya,135,50,60,101,,10.32,kg,,,,,
